camp_name,camp_url,camp_img_url,address,postal_code,lat,long,earliest_open_date,latest_open_date,full_season,overnight_site,roofed_lodging,tenting_available,total_sites,overnight_sites,seasonal_sites,max_amperage,electrical_water_sewer,electrical_water,electrical,no_services,max_length_of_rv,activities,accessible_facilities,boating,cable_tv,controlled_access,credit_debit_cards,dumping,group_camping,hot_tub,hotspot,wifi_at_site,laundromat,pet_friendly,planned_activities,playground,propane,pull_thru_sites,rec_hall,restaurant,store,indoor_pool,lake_river_beach,outdoor_pool,toilets_pit_outside,toilets_showers
Sunset Shores Resort,https://campinginontario.ca/SunsetShoresResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"10243 Hwy 17 N, Batchawana Bay, Ontario, P0S 1A0",P0S 1A0,46.94607,-84.57515,2020-05-08,2020-10-08,1,1,1,1,118,10,108,30,89,28,0,1,38,"ATV-friendly, Boat rental (motorized), Boat rental (non-motorized), Fishing, Horseshoes",1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Terrawoods on Muskoka Shores,https://campinginontario.ca/TerrawoodsOnMuskokaShores,https://campinginontario.ca/images/camping/full-season-new.jpg,"184 Horseshoe Lake Rd, Seguin, Ontario, P2A 2W8",P2A 2W8,45.29777,-79.85759,2020-05-08,2020-10-15,1,0,1,0,38,0,38,30,38,0,0,0,44,"ATV-friendly, Badminton, Boat rental (motorized), Snowmobiling, Volleyball",1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
The Cache Campground,https://campinginontario.ca/TheCacheCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"Hwy 144, McKeown Township, Kenogamissi Lake, Timmins, Ontario, P4N 8E8",P4N 8E8,48.26274,-81.5613,2020-05-08,2020-09-30,1,1,1,0,169,3,166,30,0,0,169,0,40,"Boat rental (motorized), Day use, Fishing, Swimming (lake, river), Walking/hiking trails",1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0
The Homestead Trailer Park Ltd,https://campinginontario.ca/TheHomesteadTrailerParkLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"1123 Homestead Rd, Bancroft, Ontario, K0L 1C0",K0L 1C0,44.91121,-78.08275,2020-05-15,2020-10-12,1,1,1,1,156,16,140,30,153,3,0,0,50,"ATV-friendly, Boat rental (non-motorized), Fishing, Swimming (lake, river), Walking/hiking trails",1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
The Lakewood RV Resort,https://campinginontario.ca/TheLakewood,https://campinginontario.ca/images/camping/full-season-new.jpg,"22499 Gray Line, Port Glasgow, RR 3, Rodney, Ontario, N0L 2C0",N0L 2C0,42.51412,-81.61125,2020-05-01,2020-10-30,1,1,0,0,254,35,219,50,254,0,0,0,40,"Farmers' market/stands, Fishing, Shuffleboard, Walking/hiking trails, Wildlife viewing/birding",1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1
The Summer Place Marina & Campground,https://campinginontario.ca/TheSummerPlaceMarinaAndCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"18254 Kent Bridge Rd, RR 1, Morpeth, Ontario, N0P 1X0",N0P 1X0,42.3359,-81.84686,2020-05-01,2020-10-15,1,1,0,0,145,10,135,30,145,0,0,0,40,"Golf, Swimming (lake, river), Walking/hiking trails, Fishing",0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0
Tipi Adventure,https://campinginontario.ca/TipiAdventure,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"1345 Beatrice Townline Rd, Bracebridge, Ontario, P1L 1X4",P1L 1X4,45.12998,-79.41819,2020-05-22,2020-10-25,0,1,1,0,3,3,0,0,0,0,0,3,"
","Volleyball, Fishing, Soccer, Walking/hiking trails, Swimming (lake, river)",0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1
To Jo's Christian Family Campground,https://campinginontario.ca/ToJosChristianFamilyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"2043 South Orr Lake Rd, Elmvale, Ontario, L0L 1P0",L0L 1P0,44.59724,-79.81039,2020-05-01,2020-10-12,1,1,1,1,136,20,116,30,116,13,0,7,"
","Baseball, Shuffleboard, Swimming (lake, river), Tennis, Water park",1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
Toronto North/Cookstown KOA,https://campinginontario.ca/TorontoNorthCookstownKOA,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"139 Reive Blvd, Cookstown, Ontario, L0L 1L0",L0L 1L0,44.20593,-79.65701,2020-05-01,2020-10-15,0,1,1,1,105,105,0,50,50,50,0,5,80,"Chess, Golf (mini), Pedal carts, Rock climbing/bouldering, Volleyball",1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1
Trailer Park on the Bay,https://campinginontario.ca/TrailerParkontheBay,https://campinginontario.ca/images/camping/full-season-new.jpg,"7322 Hwy 35, Coboconk, Ontario, K0M 1K0",K0M 1K0,44.71568,-78.79979,2020-05-08,2020-10-12,1,1,1,1,130,1,129,50,130,0,0,0,40,"Dances, Fishing, Horseshoes, Movies, Volleyball",1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1
Tranquil Acres Camping,https://campinginontario.ca/TranquilAcresCamping,https://campinginontario.ca/images/camping/full-season-new.jpg,"3263 Appleton Sideroad, Carleton Place, Ontario, K7C 4M3",K7C 4M3,45.16012,-76.10455,2020-05-15,2020-10-05,1,0,0,0,50,0,50,30,50,0,0,0,36,"Cycling, Fishing, Horseshoes, Swimming (lake, river), Walking/hiking trails",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Trillium Woods Campground,https://campinginontario.ca/TrilliumWoodsCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"129 Bryant St, South Bruce Peninsula (Wiarton), Ontario, N0H 2T0",N0H 2T0,44.73888,-81.25967,2020-05-15,2020-10-12,1,1,1,1,110,30,80,30,92,10,0,8,35,"Boat rental (non-motorized), Cycling, Fishing, Swimming (lake, river), Walking/hiking trails",0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1
Trout Water Family Camping Ltd,https://campinginontario.ca/TroutWaterFamilyCampingLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"Hwy 7, PO Box 118, Sunderland, Ontario, L0C 1H0",L0C 1H0,44.29769,-79.03066,2020-04-24,2020-10-01,1,1,1,1,135,60,75,30,70,37,0,28,40,"Boat rental (non-motorized), Cycling, Golf, Horseback riding, Walking/hiking trails",1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
Twin Cedars Park,https://campinginontario.ca/TwinCedarsPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"1115 Marble Lake Rd, Cloyne, Ontario, K0H 1K0",K0H 1K0,44.84776,-77.14986,2020-05-01,2020-10-15,1,1,0,0,140,10,130,30,130,10,0,0,"
","ATV-friendly, Fishing, Horseshoes, Swimming (lake, river), Walking/hiking trails",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1
United Empire Loyalist Heritage Centre and Park,https://campinginontario.ca/UnitedEmpireLoyalistHeritageCentreandPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"54 Adolphustown Park Rd, Bath, Ontario, K0H 1G0",K0H 1G0,44.06317,-77.00562,2020-05-15,2020-10-12,1,1,0,0,150,60,90,30,0,96,0,54,"
","Day use, Museum/heritage sites, Music Festival, Swimming (lake, river)",0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Upper Canada Campground,https://campinginontario.ca/UpperCanadaCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"13390 County Rd 41, RR 1, Morrisburg, Ontario, K0C 1X0",K0C 1X0,44.94734,-75.08473,2020-05-01,2020-09-27,1,1,1,1,240,40,200,50,0,235,0,5,45,"Fishing, Golf, Movies, Museum/heritage sites, Theatre (live)",0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
Wabigoon Lake RV Park,https://campinginontario.ca/WabigoonLakeRVPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"10188 Hwy 17, PO Box 194, Wabigoon, Ontario, P0V 2W0",P0V 2W0,49.71355,-92.59646,2020-04-27,2020-10-10,1,1,0,1,19,14,5,50,17,0,0,2,75,"Fishing, Fishing (guided), Horseshoes, Motorboats allowed",1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
Waterways Campground,https://campinginontario.ca/WaterwaysCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"3800 Big Rideau Lake Road, Portland, Ontario, K0G 1V0",K0G 1V0,44.68428,-76.21971,2020-05-15,2020-10-15,1,0,1,0,150,0,150,30,142,8,0,0,40,"Cycling, Fishing, Horseshoes, Volleyball, Water skiing",0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1
Wessell's Adult Trailer Park,https://campinginontario.ca/WessellsAdultTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"8314 Hwy 35, Minden, Ontario, K0M 2L1",K0M 2L1,44.72899,-78.815,2020-05-01,2020-10-12,1,0,0,0,17,0,17,30,17,0,0,0,"
","Fishing, Golf, Horseshoes, Restaurants, Shopping",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
West Pines Park Resort,https://campinginontario.ca/WestPinesParkResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"42 Centre Rd, Lake St Peter, Ontario, K0L 2K0",K0L 2K0,45.30746,-78.031,2020-03-13,2020-11-01,1,1,1,1,100,10,90,50,10,85,0,5,42,"ATV-friendly, Boat rental (non-motorized), Fishing, Motorboats allowed, Swimming (lake, river)",1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
Whispering Pines Family Campground,https://campinginontario.ca/WhisperingPinesFamilyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"719601 Hwy 6, Hepworth, Ontario, N0H 1P0",N0H 1P0,44.62469,-81.10313,2020-05-08,2020-10-01,1,1,1,1,220,40,180,30,0,200,0,20,40,"ATV-friendly, Basketball, Golf, Soccer, Walking/hiking trails",1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Whispering Pines Resort,https://campinginontario.ca/WhisperingPinesResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"2939 Foymount Rd, RR 2, Eganville, Ontario, K0J 1T0",K0J 1T0,45.52511,-77.11784,2020-05-15,2020-10-12,1,0,1,0,42,0,42,30,42,0,0,0,44,"Fishing, Horseshoes, Motorboats allowed, Swimming (lake, river)",0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
Whistle Bare Campground,https://campinginontario.ca/WhistleBareCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"1912 Whistle Bare Road, Cambridge, Ontario, N1R 5S3",N1R 5S3,43.36232,-80.40751,2020-05-01,2020-10-31,1,1,0,0,80,9,71,30,80,0,0,0,40,"Horseshoes, Swimming (lake, river), Walking/hiking trails, Cycling, Fishing",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
White Birches Camp,https://campinginontario.ca/WhiteBirchesCamp,https://campinginontario.ca/images/camping/full-season-new.jpg,"120 Peninsula Rd, Port Loring, Ontario, P0H 1Y0",P0H 1Y0,45.91115,-79.97858,2020-05-15,2020-10-13,1,1,1,1,30,20,10,30,10,20,0,0,"
","ATV-friendly, Boat rental (motorized), Fishing, Swimming (lake, river), Wildlife viewing/birding",0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1
White Lake RV Park,https://campinginontario.ca/WhiteLakeRVPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"209 Burnstown Rd, White Lake, Ontario, K0A 3L0",K0A 3L0,45.36118,-76.49985,2020-05-01,2020-10-01,1,0,1,0,69,0,69,30,65,1,0,3,40,"Fishing, Golf, Horseshoes, Restaurants, Swimming (lake, river)",0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0
Wildwood Campground,https://campinginontario.ca/WildwoodCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"9197 County Rd 44, Oxford Station, Ontario, K0G 1T0",K0G 1T0,44.91072,-75.55899,2020-05-15,2020-10-15,1,1,0,1,95,15,80,30,15,80,0,0,40,"Cycling, Horseshoes, Pedal carts, Volleyball, Walking/hiking trails",0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Wildwood Golf & RV Resort,https://campinginontario.ca/WildwoodGolfAndRVResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"11112 Conc Rd 11, Essex, Ontario, N0R 1J0",N0R 1J0,42.13888,-82.94965,2020-05-01,2020-10-31,1,1,0,0,366,50,316,50,366,0,0,0,45,"Golf, Restaurants, Walking/hiking trails",0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1
Willow Lake Campground and RV Park Woodstock,https://campinginontario.ca/WillowLakePark,https://campinginontario.ca/images/camping/full-season-new.jpg,"595487 County Rd 59, RR 6, Woodstock, Ontario, N4S 7W1",N4S 7W1,43.17219,-80.78168,2020-04-24,2020-10-01,1,1,1,1,59,40,19,50,49,1,0,9,50,"Casino, Farmers' market/stands, Museum/heritage sites, Restaurants, Theatre (live)",0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Windmill Family Campground,https://campinginontario.ca/WindmillFamilyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"2778 Perth Rd 163, Fullarton, Ontario, N0K 1H0",N0K 1H0,43.35689,-81.21368,2020-05-01,2020-10-31,1,1,1,1,252,40,212,30,228,16,4,4,50,"Basketball, Dances, Day use, Golf (mini), Volleyball",1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
Wolf River Park,https://campinginontario.ca/WolfRiverPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"251 Wolf River Rd, RR 1, Dorion, Ontario, P0T 1K0",P0T 1K0,48.82279,-88.53934,2020-05-15,2020-10-12,1,1,0,1,45,24,21,15,0,0,33,12,28,"Day use, Fishing, Horseshoes, Swimming (lake, river), Wildlife viewing/birding",1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
Woodcrest Resort Park,https://campinginontario.ca/WoodcrestResortPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"1570 Myers Cave Rd, RR 1, Harlowe, Ontario, K0H 1B0",K0H 1B0,44.79585,-77.09347,2020-05-01,2020-10-31,1,1,1,1,155,27,128,30,0,128,0,27,40,"Boat rental (motorized), Boat rental (non-motorized), Fishing, Golf (mini), Shuffleboard",1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
Woodland Camp Site,https://campinginontario.ca/WoodlandCampSite,https://campinginontario.ca/images/camping/full-season-new.jpg,"209 Allen's Rd, Lakehurst, Ontario, K0L 1J0",K0L 1J0,44.49966,-78.4315,2020-05-07,2020-10-15,1,1,0,1,175,50,125,30,0,150,0,25,40,"Tennis, Water skiing, Swimming (lake, river), Boat rental (non-motorized), Fishing",0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
Woodland Park – Arden,https://campinginontario.ca/WoodlandParkArden,https://campinginontario.ca/images/camping/full-season-new.jpg,"1111 Woodland Park Drive, Central Frontenac, Arden, Ontario, K0H 1B0",K0H 1B0,44.68716,-76.98459,2020-05-15,2020-10-12,1,1,1,1,64,29,35,30,40,3,0,21,35,"Swimming (lake, river), Fishing, Wildlife viewing/birding, Motorboats allowed",0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Woodland RV Park,https://campinginontario.ca/WoodlandRVPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"266 Townline St 16, St Williams, Ontario, N0E 1P0",N0E 1P0,42.67199,-80.41872,2020-05-01,2020-10-31,1,1,0,1,194,22,172,30,194,0,0,0,"
","Dances, Pedal carts, Swimming (lake, river), Walking/hiking trails, Wildlife viewing/birding",1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Yogi Bear's Jellystone Park & Camp-Resort,https://campinginontario.ca/YogiBearsJellystoneParkAndCamp-Resort,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"3666 Simcoe County Rd 88, Bradford, Ontario, L3Z 3K6",L3Z 3K6,44.09863,-79.6355,2020-05-04,2020-09-20,0,1,1,1,128,128,0,50,24,43,17,44,"
","Day use, Golf (mini), Pedal carts, Volleyball, Walking/hiking trails",0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
